text,label
Where are your origins?,84
What is your root?,84
where do you live,84
ما هو جذرك؟,84
اين اصولك,84
Where are you located?,84
where did you grow up?,84
ما المدينة التي تدعيها عند ولادتك؟,84
tell me who you are,85
what are you?,85
what is you name,85
who the hell are you?,85
اسمك؟,85
who r u,85
who are you?,85
ماذا يمكنني أن أدعوك,85
hi what is your name?,85
who are u,85
who are you,85
ما هو اسمك,85
who is this,85
what's your name,85
what is you name and where are you from,85
what I can call you,85
what is your name,85
what is ur name,85
من انت,85
your name?,85
ما أنت؟,85
من أنت,85
اهلا مااسمك؟,85
ما اسمك ومن اين انت,85
what is your name?,85
من أنت بحق الجحيم؟,85
ما اسمك؟,85
which email,86
تحدث معي عن voulette,86
show me a picture of a chicken,86
من فضلك أسرع ، لدي موعد نهائي في غضون أسبوعين لتسليم الروبوت لشركة كبيرة جدًا,86
كيف يمكنني اختبار هذا,86
اريد ان احتفل,86
what else?,86
how long will the next version will launch?,86
أكثر,86
اريد المزيد منك في حياتي!,86
mountain,86
[كريستين] (الاسم) ، أريد الزواج منك,86
أريد تناول الغداء,86
did i break you,86
بالكاد أستطيع رؤية هذا النص الأبيض على خلفية رمادية فاتحة ...,86
هذا لا يبدو مزحة,86
آسف ، لا يمكنني إعادة الصياغة,86
سأتأكد,86
"are u, facebook?",86
what is machine learning,86
هل يمكنك صنع السندويشات؟,86
eshdtjfjfyk,86
Can you get analytics on who I'm chatting with when I use Rasa,86
مثال على chatbot,86
but I just told you that :(,86
what did you eat for lunch?,86
is rasa any good,86
what's a newsletter?,86
يمكنك تعلم كيفية صنع القهوة,86
Is today saturday?,86
السياقية,86
إلى أي بريد إلكتروني يجب أن أرسل؟,86
i want to order a pizza,86
أخبرني المزيد عن الإجراء التالي الأفضل,86
ولكن إذا كان rasa مفتوح المصدر فلماذا لديك فريق مبيعات,86
كيف,86
i want more of you in my life!,86
أي بريد إلكتروني,86
هل عندك صورتك,86
كيف تقول حسنا,86
everything,86
hang on let me find it,86
what lnu mean?,86
But you're an english site :(,86
ما هي النشرة؟,86
رائع ، أود شراء منزل,86
ما هو الفرق بين البوت والتميمة؟,86
أريد أن أموت,86
when is the next train is coming?,86
أحاول بناء واحدة ، وقمت ببعض الأبحاث من قبل ، لكني لم أقم بالعمل بعد,86
how are the kids,86
لديك أطفال؟,86
who is the president of india ?,86
اريد ان ارى زبائنك السعداء,86
lunch??,86
i want to see your happy customers,86
I am hungry,86
tertyryutyi,86
HomeBase is advertised as a community. Is there a way to interact with other members of the community?,86
really? you're so touchy?,86
what do you think abou siri?,86
give me food,86
what is the capital of india,86
I want to die,86
i want pizza,86
what is the real use case where we can use this one,86
wheres the party?,86
i want to eat,86
Is Rasa really smart?,86
[german](language)?,86
what is the current petrol price,86
مكان كتابة الأوامر,86
ما هذا,86
هل يمكن أن تعطيني فنجان قهوة؟,86
"oh my god, not again!",86
ماذا تفضل؟,86
أريد البيتزا!!,86
I'm a shitmuncher,86
can you learn from our conversation?,86
على أي نظام يعتمد على البرمجة اللغوية العصبية التي تقوم ببنائها؟,86
أريد شراء طائرة,86
is it allow to,86
are you vegan,86
سيارات,86
tell me more about next best action,86
I am asking you an out of scope question,86
يا أمي الصغيرة دعها تهمس في أذنك,86
please help with my ice cream it's dripping,86
هل انت الفيسبوك,86
cr,86
with you recommend me?,86
ما هو اليوم ؟,86
شخص ما يتصل بالشرطة أعتقد أن الروبوت مات,86
هل تستطيع التحدث عن السياسة,86
اريد حجز فندق,86
البحث في ويكيبيديا,86
لماذا السماء زرقاء,86
tricked  ya,86
ماذا أكلت اليوم؟,86
كم هي 10 + 89,86
كم من الوقت يستغرق إعداد روبوت Rasa؟,86
which file is created first while developing chat bot,86
Can you give me your datacenter's password?,86
Today,86
رخصة,86
I wan to buy a plane,86
remember my name,86
ماذا؟,86
اين انا الان,86
ما هو عدم التزامن LNU؟,86
ما رأيك في gdpr؟,86
The weather is good,86
كم هو جيد رسا,86
what do you think about [Stanley Ramirez](name)?,86
sudo إعادة التشغيل,86
ابحث عن أقرب [بيتزا] (شركة),86
هل هي أرض قاحلة مليئة بأجزاء الروبوت المكسورة؟,86
Can I ask you questions first?,86
شيء آخر,86
اين اوسلو,86
أحتاج إلى GP في 94301,86
I want french cuisine,86
من هو [شارون زيكس] (الاسم)؟,86
"common, just try",86
"i am hungry, what should i do?",86
"please hurry, i have deadline in two weeks to deliver the bot it is for very big company",86
what?,86
Cars,86
أحتاج على الفور إلى مساعدة في تنفيذ أروع روبوت يمكنك تخيله,86
I want to use pipe,86
من فضلك فوليت,86
umm,86
i immediately need help with implementing the coolest bot you can imagine,86
بيتزا,86
"alexa, order 5 tons of natrium chloride",86
هل تحبين كرة القدم,86
are you russian?,86
where is mexico?,86
هل لديك عرض؟,86
help with my life,86
again?,86
you lock sweety,86
من أين أحصل على ملفات التثبيت لنظام التشغيل Mac؟,86
how do you learn,86
i want to buy a roomba for my grandson,86
what is the day ?,86
i hope you will be better,86
what do oyu think about siri?,86
i am hungry,86
who is the MD of samsung bangalore ?,86
اين المكسيك,86
"yeah, my dog was drinking a couple of litres of water per day and tried drinking the swimming pool",86
من هو العضو المنتدب لشركة سامسونج بنغالور؟,86
is it a wasteland full of broken robot parts?,86
coronavirus,86
اريد لعب الكرة,86
إنني جائع أنا جوعان,86
can you help me with your docs?,86
contextual,86
سؤال خارج النطاق.,86
انتظر قليلا ما زلت أقرأ,86
search wikipedia,86
يرجى تشغيل الموسيقى,86
Can you give me your datacenter's password,86
whats that,86
your contry name,86
الرجاء المساعدة مع الآيس كريم الخاص بي أنه يقطر,86
do you want to marry me?,86
4 + 2 = ?,86
اريد flycam جيدة,86
you're a woman,86
تعبئة رصيد,86
هل تستحق النشرة الإشتراك؟,86
أنا أطرح عليك سؤالاً خارج النطاق,86
ما هي حالة الاستخدام الحقيقية حيث يمكننا استخدام هذا,86
مساعدة في حياتي,86
Do I have to accept?,86
هذا مثير للشفقة,86
i want to find new friends,86
طلب جيد,86
which city are you talking about?,86
نعم ، كان كلبي يشرب بضعة لترات من الماء يوميًا ويحاول شرب حمام السباحة,86
هل يمكنك مساعدتي في مستنداتك؟,86
هل سمعت عن كورونا؟,86
can you understand ?,86
شراء البقالة,86
هل يمكنني طرح الأسئلة عليك أولاً؟,86
اسم بلدك,86
Now?,86
أنا جائع,86
I already told you! I'm a shitmuncher,86
كيف يمكنني الحصول عليهم؟,86
kiss me,86
ما هي مساعدي الذكاء الاصطناعي السياقي وما مدى اختلافهم عن روبوتات الدردشة؟,86
I have installed it,86
are you sick,86
ما هو جينجيرال,86
how can i test this,86
What's 1 + 1?,86
ما هو التطور؟,86
silly bot,86
لا ، أنا بحاجة إلى النقود ، والمال! هل تمتلكه ؟,86
ما هي استخداماتك للجامعات,86
a tamed mouse will arrive at your doorstep in the next couple of days,86
من هو رئيس الهند؟,86
المستندات,86
what is adlingo,86
طيب واحد ثم,86
الجو جيد,86
oh wait i gave you my work email address can i change it?,86
I want to go palghar,86
هل يمكنك الحصول على تحليلات حول من أتحدث معه عندما أستخدم Rasa,86
how about NYC,86
who is [Sharon Zeches](name),86
who let the dog out,86
هل يمكنك مساعدتي في المستندات؟,86
أرسل لي الخطوات,86
what is a discourse?,86
what is your address?,86
tell me about yourself,86
can you speak about politic ?,86
إبادة جماعية,86
Pizza bot,86
ما الذي يجعلك أفضل من الإنسان؟,86
ما رأيك في [ستانلي راميريز] (الاسم)؟,86
ما هو نظامك الخلفي؟,86
what's 5 + 5,86
من سيرد على بريدي الإلكتروني؟,86
i need money,86
لايمكن الرؤية,86
voulette voulette,86
قبّلني,86
فوليت فوليت,86
doctor,86
what is google rcs,86
أليست النشرة الإخبارية مجرد بريد مزعج؟,86
غداء؟؟,86
أي ملف يتم إنشاؤه أولاً أثناء تطوير روبوت الدردشة,86
i want good flycam,86
مساعدة في [ألما أبرامز] (الاسم),86
NLW,86
I am an opioid addict,86
do you have a phone number?,86
who was hitler,86
I want a new laptop,86
أنا مدمن أفيوني,86
"great, I'd like to buy a house",86
انا جائع فماذا افعل,86
Where am I?,86
هل أنت أعزب,86
who's Bill Gates?,86
Who are your customers,86
لديك وظيفة شاغرة,86
connect to alexa,86
هل تؤمن بالله؟,86
يجب أن تتعلم العد,86
do you like football,86
أم,86
After registration I see that I have an available balance of 0.00000000. What does this balance represent?,86
أعطيني طعاما,86
can we keep chatting?,86
how to get rasa studio,86
أنا ف ف,86
genocide,86
how to go to newyork ?,86
هل هذا روبوت المحادثة موجه نحو الهدف؟,86
لماذا تم تعيين درجة الثقة الخاصة بي على 50 بعد أن أكملت عملية التسجيل؟,86
mail me the steps,86
عليك أن,86
what is nice?,86
i want to fly,86
عُد,86
what do you think of alexa,86
can you give me a cup of coffee,86
I need a GP in 94301,86
i do not care how are you,86
لا أستطيع التعامل مع طلبك _your_,86
سيصل الماوس المروض إلى عتبة داركم في اليومين المقبلين,86
what is your purpose,86
اريد كمبيوتر محمول جديد,86
i want play ball,86
اين الحفلة؟,86
do you liek cheese?,86
What day is it today?,86
يتم الإعلان عن HomeBase كمجتمع. هل هناك طريقة للتفاعل مع أعضاء آخرين في المجتمع؟,86
i told you already,86
order pizza,86
whta you think about gdpr?,86
تعويذة تعني؟,86
هل يمكنني الموت,86
هل يمكننا الاستمرار في الدردشة؟,86
who will anser my email?,86
are you dev?,86
"مرحبا لقد اتصلت بك منذ يومين و لكن لم أتلق ردا أي أخبار؟",86
"[Kristin](name), I want to marry you",86
ماذا يعني lnu؟,86
hey little mama let em whisper in your ear,86
اريد ان اتزوجك,86
اريد ان اجد اصدقاء جدد,86
انتظر ، أعطيتك عنوان البريد الإلكتروني الخاص بالعمل ، هل يمكنني تغييره؟,86
where do i type in commandy,86
The Try it out is not working,86
اصنع لي شطيرة,86
You'r blue.,86
كم هو 10 + 89؟,86
what films do you like,86
ماذا اكلت على الغداء؟,86
احجز تذكرة,86
ما هو 5 + 5,86
Do you know [Kevin Pelton](name),86
لذا ، أنا أساعد الآن في تدريبك؟,86
you have to,86
ماهو تاريخ اليوم,86
هل أنت أعزب؟,86
أريد أن أعرف الوضع الحالي في باكستان,86
سوف تقتلني,86
please hjave lunchj,86
I want book a hotel,86
معك تنصحني؟,86
call me father,86
ما نوع البوت؟,86
do you have your photo?,86
ok one then,86
ما هي عاصمة دلهي,86
قلت لك مسبقا,86
خبير راسا,86
What's do YouTube do,86
اريد ان احجز فندق,86
لماذا لا تجيب,86
Won't you ask me how I am?,86
"so, I'm helping right now to training you?",86
لقد حصلت على GP في 94301,86
تكرارا؟,86
I am User,86
can you cheer me up,86
how do you like your coffee,86
do you believe in god?,86
is that any of your business,86
هل يمكنك مساعدتي في مستنداتك,86
I need a girl friend!,86
how much is 10 + 89 ?,86
ما الذي يفعله YouTube,86
بعد التسجيل أرى أن لدي رصيد متاح قدره 0.00000000. ماذا يمثل هذا التوازن؟,86
Can you make sandwiches?,86
Can you please send me an uber,86
it's a pity,86
on wiche nlp based system are you build?,86
i am qq,86
هل كسرتك,86
offer me lunch,86
how are [Alicia Jackson](name)'s cats doing?,86
كيف حال الاولاد,86
اسمي ك,86
are the newsletter worth the subscription?,86
Mail me the guide,86
the one that is better than you,86
you already have that,86
اي نوع,86
هل يمكن أن تعطيني كلمة مرور مركز البيانات الخاص بك,86
what is the capital of delhi,86
What do you prefer?,86
هل تحب الافلام,86
contextua,86
give me a girl friend,86
please play music,86
shitmuncher,86
غوغل؟,86
sfasd,86
انتظر اسمحوا لي أن أجدها,86
كيف حال قطط [أليسيا جاكسون] (الاسم)؟,86
have you heard of corona?,86
gsaf,86
من ؟,86
هل تريد الزواج مني؟,86
هل رأيت [كيث رايلي] (الاسم)؟,86
ما هو التميمة,86
هل علي أن أقبل؟,86
هل لديك رقم هاتف؟,86
من هم عملاؤك,86
what are your uses for universities,86
هل تعرف [كيفن بيلتون] (الاسم),86
يرجى hjave lunchj,86
rasa topics,86
اريد كافيه,86
لقد أخبرتك بالفعل! أنا هراء,86
flight catch up,86
Try it out broken,86
اتصل بالشرطة,86
المنطقة مع عدم وجود. من السجلات,86
التعلم الالي,86
who are the engineers at rasa?,86
i m looking for job,86
but if rasa is open source why do you have a sales team,86
لماذا تسمى راسا؟,86
isn't the newsletter just spam?,86
كيف يقارن اليكسا,86
طبيب,86
كل شىء,86
do you like movies,86
خدمة مخصصة,86
Recharge,86
من سمح للكلب بالخروج,86
لكنك موقع انجليزي :(,86
what the latest news ?,86
انت امراة,86
هو هذا أي من عملك,86
What makes you better than a human?,86
الصينية طيب؟,86
which is the LNU asynchronism ?,86
expert of rasa,86
Are you ready?,86
المحاولة لا تعمل,86
Why don’t you answer?,86
أحتاج للمال,86
someone call the police i think the bot died,86
how many lines of codes,86
هل انت روسية؟,86
do you know me,86
تحديث,86
أرني صورة لدجاجة,86
ستعرفها من الوردة الحمراء الوحيدة التي تحملها بين أسنانها,86
أنا أتعلم بيثون,86
I wanna marry you,86
من هو بيل جيتس؟,86
that doesn't sound like a joke,86
ما هو الخطاب,86
you girl,86
هل يستطيع يوتيوب التحدث؟,86
what doing,86
I am an opioid addic,86
"no, i need cash, money! Do you have it ?",86
كيفية الحصول على استوديو rasa,86
is [John Lewis](name) still married to you,86
أليكسا ، اطلب 5 أطنان من كلوريد النيتريوم,86
فيروس كورونا,86
أنت أزرق.,86
Hi i want to go palghar,86
machine learning,86
أريد أن أذهب بالغر,86
رحلة اللحاق بالركب,86
ما هو عنوانك؟,86
winter is already leaving,86
سوف أروض فأر لك,86
ما هو هدفك,86
have you ever seen [Keith Reilly](name)?,86
أتمنى أن تكون أفضل,86
أرغب في معرفة ما يمكنك بناءه باستخدام rasa,86
هل التقينا من قبل؟,86
I need to eat cake,86
drhdtjfjfyj,86
هل اليوم السبت؟,86
أريد أن آكل,86
غني لي اغنية,86
اختر لي شيئا,86
that link doesn't work!,86
كيف أذهب إلى نيويورك؟,86
اريد طعاما,86
أين أنا؟,86
ماذا أفعل بعد حزمة cd starter pack rasa stack؟,86
هل يمكن أن تعطيني كلمة مرور مركز البيانات الخاصة بك؟,86
هل يمكنك حجز العشاء,86
من كان هتلر,86
you should learn to count,86
what type of bot?,86
هل حقا؟ أنت حساس جدا؟,86
ماذا عن مدينة نيويورك,86
شخصي أم عمل؟,86
هل يسمح ل,86
how come you say ok ?,86
هل يمكنك أن ترسل لي اوبر من فضلك,86
اليوم,86
license,86
أطفئ موقدي,86
ماذا تفعل الان؟,86
i can't deal with _your_ request,86
ألن تسألني كيف أنا؟,86
هل انت مريض,86
who is your favourite robot?,86
what is evolution ?,86
i´m hungry,86
what's your wife doing this weekend,86
Can I get a hamburger?,86
ما آخر الأخبار؟,86
better than you,86
where do i get install files for mac?,86
بوت سخيف,86
book a ticket,86
اي نوع من الطيور انت,86
ما هو جوجل rcs,86
ماهو اليوم؟,86
refresh,86
you can learn how to make a coffe,86
اسم جميل,86
ي bhbhj,86
هل انت مطور,86
get me a club mate,86
what you ate today?,86
قدم لي الغداء,86
more,86
حدثني عن نفسك,86
هل يمكنك طهي العشاء,86
are you single?,86
do you sell vacuum robots?,86
what does your soul feel my friend,86
اريد أن أطير,86
how,86
SEL ME SOMETHING,86
I will check,86
أسدكجاسدجكاسد,86
[اللغة الالمانية)؟,86
order good,86
Is this Goal Oriented Chatbot?,86
what is differance between bot and mascot?,86
Do you have a demo?,86
aRE YOU SINGLE,86
هل يمكنك التعلم من حديثنا؟,86
اريد المطبخ الفرنسي,86
ما هو التعلم الآلي,86
how good is Rasa,86
ماذا عن حالة الطقس,86
هذا الارتباط لا يعمل!,86
do you know ras,86
من هم مهندسو rasa؟,86
سودو اصنع لي شطيرة,86
i will tame a mouse for you,86
4 + 2 =؟,86
my name k,86
i want food,86
اطلب البيتزا,86
هل أنت جاهز؟,86
how long have you been online?,86
can you cook dinner,86
انا بحاجة الى صديقة!,86
whats the sign,86
what is a mascot,86
"I am trying to build one, and did some research before, but I have not do hand on work yet",86
ما هو سعر البنزين الحالي,86
dinner,86
how much is 10 + 89,86
كم عدد سطور الرموز,86
What's your backend system?,86
who are they?,86
i want to find out what you can build with rasa,86
asdkjasdhjkasd,86
colder,86
help with [Alma Abrams](name),86
احضر لي رفيق النادي,86
please voulette,86
What did you eat yesterday?,86
docs,86
what i do after cd starter pack rasa stack?,86
لا يهمني كيف حالك,86
i want to grab lunch,86
google?,86
Have we met before?,86
wsdrcftvgybhnj,86
السياق,86
sudo make me a sandwich,86
ما هو adlingo,86
ما هو لطيف؟,86
is rasa a studio?,86
أنا مستخدم,86
what's gingerale,86
chgfhgh,86
لماذا تحتاج ذلك؟,86
what about wheather,86
Where am I right now?,86
تذكر اسمي,86
انا غيرت رأيي,86
i want caffe,86
"hey, I contacted you a couple of days ago but didn't get any response, any news?",86
"يا إلهي ليس مرة أخري!",86
region with no. of records,86
بيتزا بوت,86
custom service,86
كيف تحب القهوة الخاص بك,86
كيف تتعلم,86
ما رايك ابو سيري,86
you have job opening,86
"sorry, i cannot rephrase",86
هل راسا استوديو؟,86
من هؤلاء؟,86
i wanna party,86
sing me a song,86
i want to know current situtation in pakistan,86
will u kill me,86
where to type in commands,86
ما هي العلامة,86
الاتصال اليكسا,86
which email should i send to ?,86
هل تضع الجبن,86
أنا بحاجة لأكل كعكة,86
شائع ، فقط جرب,86
buy one please,86
asdfgasd,86
how can i get them?,86
why do you need that?,86
turn off my stove,86
are u facebook,86
what are you doing now?,86
ماذا تفعل زوجتك في نهاية هذا الاسبوع,86
why sky is blue?,86
I can barely see this white text on light gray background ...,86
سجل تجاري,86
أرسل لي الدليل,86
talk to me about voulette,86
will u kill me?,86
j  bhbhj,86
هل تبيع روبوتات فراغ؟,86
أريد استخدام الأنابيب,86
Why is my TRUST score set to 50 after I completed the registration process?,86
من هو الروبوت المفضل لديك؟,86
هذا فقط؟,86
Can I die,86
mascot means?,86
مواضيع rasa,86
جربها مكسورة,86
لكني قلت لك فقط:,86
only that?,86
الشتاء يغادر بالفعل,86
how it compares to alexa,86
أبرد,86
أنا هراء,86
lunch,86
sudo reboot,86
هو أي خير,86
personal or work?,86
ما رأيك في سيري؟,86
ı am learning python,86
إلى متى سيبدأ الإصدار التالي؟,86
ما هي عاصمة الهند,86
هل يمكنني الحصول على همبرغر؟,86
ما رأيك في اليكسا,86
هل راسا ذكية حقًا؟,86
go back,86
شراء واحدة من فضلك,86
which kind,86
Find nearest [pizzahut](company),86
بماذا تشعر روحك يا صديقي,86
i want a non dripping ice cream,86
ماذا اكلت بالامس؟,86
where is Oslo?,86
What is your hobbies?,86
can you book dinner,86
متى سيأتي القطار التالي؟,86
I want to order pizza,86
هل تعرفني,86
CALL THE POLICE,86
اتصل بي يا أبي,86
example of a chatbot,86
ماذا بعد؟,86
can you help me with your docs,86
I changed my mind,86
منذ متى وانت متصل؟,86
cannot see,86
كنت فتاة,86
أفضل منك,86
مرحبًا ، أريد الذهاب إلى Palghar,86
لقد قمت بتثبيته,86
why its called rasa ?,86
أريد أن أطلب بيتزا,86
أريد البيتزا,86
هل بإمكانك إعادة الإتصال بي ؟,86
would you like some water,86
ما هي الافلام التي تحبها,86
هل ما زال [جون لويس] (الاسم) متزوجًا منك,86
أعطني صديقة,86
i want pizza!!,86
Nice name,86
انا ابحث عن عمل,86
هل يمكنك ابتهاجي,86
وجبة عشاء,86
Can YouTube talk?,86
buy groceries,86
the beatles,86
you will know it from the single red rose it carries between its teeth,86
هل أنت نباتي,86
أريد شراء غرفة رومبا لحفيدي,86
can you help me with the docs?,86
What is todays date,86
ما هو 1 + 1؟,86
أنا لست مطورًا ولكني بحاجة إلى هذا للعمل,86
حاليا؟,86
Out of scope question.,86
I want pizza,86
أين أكتب في أمر,86
i am not a developer but need this for business,86
هل تعرف راس,86
أريد آيس كريم غير مقطر,86
البيتلز,86
chinese ok?,86
عن اي مدينه تتحدث,86
Who ?,86
no wait go back i want a dripping ice cream but a cone that catches it so you can drink the ice cream later,86
لديك هذا بالفعل,86
you have children?,86
ljljl,86
what kind of bird are you?,86
أنت قفل حبيبي,86
هل تريد بعض الماء,86
ما هي هواياتك؟,86
لا داعي للانتظار ، أعود ، أريد آيس كريم مقطرًا ولكن مخروطًا يمسكه حتى تتمكن من شرب الآيس كريم لاحقًا,86
ماذا تفعل,86
pizza,86
